trial_id,model,n_objects,redirect_condition,speed_condition,variant,seed,probe_on_target,probe_is_target,response,predicted,outcome,prompt_tokens,output_tokens,generation_time_s,error
0093e889,google/gemma-4-31b-it-local-mp4,4,fast,fast,native,43,False,False,False,False,correct_rejection,2528,2,9.320071458816528,
0406fe68,google/gemma-4-31b-it-local-mp4,4,fast,fast,native,10,True,True,True,True,hit,2528,2,1.687788486480713,
04563566,google/gemma-4-31b-it-local-mp4,4,fast,fast,native,617,False,False,True,True,false_alarm,2528,2,1.6824734210968018,
07f9b468,google/gemma-4-31b-it-local-mp4,4,fast,fast,native,34,True,True,True,True,hit,2528,2,1.6853315830230713,
0969cc3a,google/gemma-4-31b-it-local-mp4,4,fast,fast,native,455,False,False,True,True,false_alarm,2528,2,1.6821057796478271,
09c7707a,google/gemma-4-31b-it-local-mp4,4,fast,fast,native,491,False,False,True,True,false_alarm,2528,2,1.6861708164215088,
0a2f685e,google/gemma-4-31b-it-local-mp4,4,fast,fast,native,12,True,True,True,True,hit,2528,2,1.696831464767456,
0ae2e913,google/gemma-4-31b-it-local-mp4,4,fast,fast,native,148,True,True,True,True,hit,2528,2,1.6901655197143555,
0b3c11b2,google/gemma-4-31b-it-local-mp4,4,fast,fast,native,134,True,True,True,True,hit,2528,2,1.6881787776947021,
0d3be742,google/gemma-4-31b-it-local-mp4,4,fast,fast,native,50,True,True,False,False,miss,2528,2,1.686030387878418,
0e1e7a6c,google/gemma-4-31b-it-local-mp4,4,fast,fast,native,575,False,False,False,False,correct_rejection,2528,2,1.6917808055877686,
0e2d114b,google/gemma-4-31b-it-local-mp4,4,fast,fast,native,20,True,True,True,True,hit,2528,2,1.6922268867492676,
0f227b01,google/gemma-4-31b-it-local-mp4,4,fast,fast,native,36,True,True,False,False,miss,2528,2,1.6919689178466797,
1349d0d0,google/gemma-4-31b-it-local-mp4,4,fast,fast,native,160,True,True,False,False,miss,2528,2,1.7019412517547607,
