trial_id,model,n_objects,n_cued,seed,probe_on_target,probe_is_target,response,predicted,outcome,cost,error
22b0a647,qwen/qwen3.8-27b,2,1,0,True,True,False,False,miss,0.0120142,
f4cf4ca3,qwen/qwen3.8-27b,2,1,5,True,True,"

True",True,hit,0.0062342,
f10d848a,qwen/qwen3.8-27b,2,1,10,False,False,"

True",True,false_alarm,0.0091462,
79649d3e,qwen/qwen3.8-27b,2,1,6,True,True,"

True",True,hit,0.00804716,
1b685f1b,qwen/qwen3.8-27b,2,1,8,True,True,"

True",True,hit,0.0083622,
8c2cb10d,qwen/qwen3.8-27b,2,1,3,True,True,"

True",True,hit,0.01412636,
12c28046,qwen/qwen3.8-27b,2,1,2,True,True,"

True",True,hit,0.010071,
5e740db9,qwen/qwen3.8-27b,2,1,13,False,False,"

False",False,correct_rejection,0.01084536,
9aa8ec06,qwen/qwen3.8-27b,2,1,11,False,False,"

False",False,correct_rejection,0.0064398,
85857cd1,qwen/qwen3.8-27b,2,1,15,False,False,"

False",False,correct_rejection,0.0062342,
bf4da693,qwen/qwen3.8-27b,2,1,14,False,False,"

False",False,correct_rejection,0.0062342,
1e7ea1d9,qwen/qwen3.8-27b,2,1,17,False,False,"

False",False,correct_rejection,0.0076614,
3ee99ec1,qwen/qwen3.8-27b,2,1,7,True,True,True,True,hit,0.0122617,
fd7f2ddb,qwen/qwen3.8-27b,2,1,9,True,True,False,False,miss,0.011935,
4df6aeb9,qwen/qwen3.8-27b,4,1,0,True,True,"

True",True,hit,0.0062342,
9d351b5f,qwen/qwen3.8-27b,2,1,4,True,True,"

True",True,hit,0.0091308,
fff3c53d,qwen/qwen3.8-27b,2,1,12,False,False,"

False",False,correct_rejection,0.0079638,
fedff00b,qwen/qwen3.8-27b,4,1,5,True,True,"

False",False,miss,0.0062342,
cf4d1877,qwen/qwen3.8-27b,2,1,19,False,False,"

False",False,correct_rejection,0.0071748,
c8da9eaa,qwen/qwen3.8-27b,2,1,16,False,False,"

False",False,correct_rejection,0.01075696,
1e495021,qwen/qwen3.8-27b,2,1,1,True,True,"

True",True,hit,0.0121998,
a06dcce1,qwen/qwen3.8-27b,2,1,18,False,False,"

False",False,correct_rejection,0.01066516,
e09cd58b,qwen/qwen3.8-27b,4,1,9,True,True,"

False",False,miss,0.0062342,
e9ce2d50,qwen/qwen3.8-27b,4,1,3,True,True,True,True,hit,0.0124102,
8c915341,qwen/qwen3.8-27b,4,1,1,True,True,"

True",True,hit,0.0090278,
e4aca279,qwen/qwen3.8-27b,4,1,2,True,True,True,True,hit,0.0118723,
56be54f1,qwen/qwen3.8-27b,4,1,13,False,False,"

False",False,correct_rejection,0.0089062,
2af060de,qwen/qwen3.8-27b,4,1,7,True,True,False,False,miss,0.0126313,
8f3e9976,qwen/qwen3.8-27b,4,1,16,False,False,"

True",True,false_alarm,0.0062342,
66daead6,qwen/qwen3.8-27b,4,1,15,False,False,"

False",False,correct_rejection,0.010759,
7de2bb8d,qwen/qwen3.8-27b,4,1,6,True,True,False,False,miss,0.0188518,
ee397c45,qwen/qwen3.8-27b,4,1,11,False,False,"

False",False,correct_rejection,0.0078738,
2b6042be,qwen/qwen3.8-27b,4,1,14,False,False,"

False",False,correct_rejection,0.0070968,
a79cb7e8,qwen/qwen3.8-27b,6,1,1,True,True,"

True",True,hit,0.007719,
495e0a81,qwen/qwen3.8-27b,4,1,17,False,False,"

False",False,correct_rejection,0.0080388,
c48e6268,qwen/qwen3.8-27b,4,1,8,True,True,"

True",True,hit,0.01158996,
e5ca2eb1,qwen/qwen3.8-27b,4,1,12,False,False,"

False",False,correct_rejection,0.01054956,
96265d62,qwen/qwen3.8-27b,4,1,10,False,False,"

False",False,correct_rejection,0.0090738,
50a4b233,qwen/qwen3.8-27b,4,1,4,True,True,"

False",False,miss,0.015127,
6184430b,qwen/qwen3.8-27b,4,1,19,False,False,"

False",False,correct_rejection,0.0091206,
